Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate (per 100,000)","Age-standardised rate 2001 Australian Standard Population (per 100,000)","Age-standardised rate 2023 Australian population  (per 100,000)","Age-standardised rate  (WHO) (per 100,000)","Age-standardised rate  (Segi) (per 100,000)",Column L,ICD10 codes,Age group code
Actual,Melanoma of the skin,1974,Persons,90+,1,5.2,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1974,Persons,All ages combined,401,2.9,3.7,4.2,2.9,2.7,NULL,C43,20
Actual,Melanoma of the skin,1975,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1975,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1975,Females,10–14,1,0.2,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1975,Females,15–19,1,0.2,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1975,Females,20–24,5,0.9,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1975,Females,25–29,8,1.4,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1975,Females,30–34,7,1.5,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1975,Females,35–39,12,3,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1975,Females,40–44,8,2.2,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1975,Females,45–49,8,2.1,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1975,Females,50–54,19,5,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1975,Females,55–59,19,5.9,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1975,Females,60–64,24,8,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1975,Females,65–69,16,6.7,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1975,Females,70–74,10,5.4,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1975,Females,75–79,15,11,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1975,Females,80–84,13,15,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1975,Females,85–89,5,12.2,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1975,Females,90+,3,20.2,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1975,Females,All ages combined,174,2.5,3,3.5,2.4,2.1,NULL,C43,20
Actual,Melanoma of the skin,1975,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1975,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1975,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1975,Males,15–19,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1975,Males,20–24,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1975,Males,25–29,12,2,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1975,Males,30–34,15,3.1,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1975,Males,35–39,9,2.1,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1975,Males,40–44,24,6.2,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1975,Males,45–49,29,7,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1975,Males,50–54,26,6.7,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1975,Males,55–59,27,8.7,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1975,Males,60–64,19,6.8,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1975,Males,65–69,32,15.1,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1975,Males,70–74,22,15.1,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1975,Males,75–79,15,17.9,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1975,Males,80–84,9,20.4,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1975,Males,85–89,6,32.3,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1975,Males,90+,1,18.8,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1975,Males,All ages combined,250,3.6,5,5.8,3.9,3.5,NULL,C43,20
Actual,Melanoma of the skin,1975,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1975,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1975,Persons,10–14,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1975,Persons,15–19,3,0.2,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1975,Persons,20–24,7,0.6,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1975,Persons,25–29,20,1.7,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1975,Persons,30–34,22,2.3,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1975,Persons,35–39,21,2.5,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1975,Persons,40–44,32,4.2,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1975,Persons,45–49,37,4.6,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1975,Persons,50–54,45,5.9,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1975,Persons,55–59,46,7.3,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1975,Persons,60–64,43,7.4,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1975,Persons,65–69,48,10.6,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1975,Persons,70–74,32,9.7,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1975,Persons,75–79,30,13.7,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1975,Persons,80–84,22,16.9,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1975,Persons,85–89,11,18.4,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1975,Persons,90+,4,19.8,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1975,Persons,All ages combined,424,3.1,3.9,4.6,3.1,2.7,NULL,C43,20
Actual,Melanoma of the skin,1976,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1976,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1976,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1976,Females,15–19,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1976,Females,20–24,5,0.9,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1976,Females,25–29,9,1.5,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1976,Females,30–34,10,2.1,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1976,Females,35–39,12,2.9,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1976,Females,40–44,8,2.2,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1976,Females,45–49,14,3.6,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1976,Females,50–54,13,3.4,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1976,Females,55–59,16,4.9,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1976,Females,60–64,21,6.9,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1976,Females,65–69,20,8.1,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1976,Females,70–74,13,6.9,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1976,Females,75–79,8,5.7,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1976,Females,80–84,13,14.5,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1976,Females,85–89,7,16,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1976,Females,90+,6,37.7,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1976,Females,All ages combined,177,2.5,3,3.6,2.4,2.1,NULL,C43,20
Actual,Melanoma of the skin,1976,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1976,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1976,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1976,Males,15–19,3,0.5,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1976,Males,20–24,7,1.2,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1976,Males,25–29,16,2.7,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1976,Males,30–34,16,3.2,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1976,Males,35–39,14,3.2,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1976,Males,40–44,21,5.4,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1976,Males,45–49,24,5.8,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1976,Males,50–54,26,6.6,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1976,Males,55–59,25,7.8,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1976,Males,60–64,38,13.5,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1976,Males,65–69,27,12.4,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1976,Males,70–74,17,11.4,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1976,Males,75–79,15,16.9,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1976,Males,80–84,8,18.2,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1976,Males,85–89,3,15.5,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1976,Males,90+,0,0,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1976,Males,All ages combined,260,3.7,4.7,5.5,3.9,3.5,NULL,C43,20
Actual,Melanoma of the skin,1976,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1976,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1976,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1976,Persons,15–19,5,0.4,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1976,Persons,20–24,12,1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1976,Persons,25–29,25,2.1,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1976,Persons,30–34,26,2.7,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1976,Persons,35–39,26,3.1,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1976,Persons,40–44,29,3.9,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1976,Persons,45–49,38,4.8,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1976,Persons,50–54,39,5,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1976,Persons,55–59,41,6.3,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1976,Persons,60–64,59,10.1,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1976,Persons,65–69,47,10.1,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1976,Persons,70–74,30,8.9,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1976,Persons,75–79,23,10,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1976,Persons,80–84,21,15.7,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1976,Persons,85–89,10,15.9,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1976,Persons,90+,6,27.9,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1976,Persons,All ages combined,437,3.1,3.9,4.5,3.1,2.8,NULL,C43,20
Actual,Melanoma of the skin,1977,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1977,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1977,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1977,Females,15–19,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1977,Females,20–24,3,0.5,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1977,Females,25–29,5,0.9,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1977,Females,30–34,10,2,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1977,Females,35–39,10,2.4,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1977,Females,40–44,10,2.7,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1977,Females,45–49,17,4.5,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1977,Females,50–54,19,5,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1977,Females,55–59,26,7.6,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1977,Females,60–64,19,6.2,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1977,Females,65–69,23,8.9,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1977,Females,70–74,19,9.8,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1977,Females,75–79,18,12.5,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1977,Females,80–84,15,16.6,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1977,Females,85–89,1,2.2,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1977,Females,90+,2,11.9,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1977,Females,All ages combined,199,2.8,3.3,3.8,2.6,2.3,NULL,C43,20
Actual,Melanoma of the skin,1977,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1977,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1977,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1977,Males,15–19,3,0.5,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1977,Males,20–24,4,0.7,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1977,Males,25–29,12,2,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1977,Males,30–34,16,3,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1977,Males,35–39,20,4.5,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1977,Males,40–44,17,4.3,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1977,Males,45–49,28,7,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1977,Males,50–54,30,7.6,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1977,Males,55–59,34,10.3,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1977,Males,60–64,40,14.1,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1977,Males,65–69,36,16,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1977,Males,70–74,28,18.1,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1977,Males,75–79,20,21.8,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1977,Males,80–84,13,29.6,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1977,Males,85–89,6,30.5,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1977,Males,90+,3,51.6,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1977,Males,All ages combined,310,4.4,6,7.2,4.6,4.1,NULL,C43,20
Actual,Melanoma of the skin,1977,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1977,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1977,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1977,Persons,15–19,5,0.4,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1977,Persons,20–24,7,0.6,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1977,Persons,25–29,17,1.5,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1977,Persons,30–34,26,2.5,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1977,Persons,35–39,30,3.5,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1977,Persons,40–44,27,3.5,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1977,Persons,45–49,45,5.8,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1977,Persons,50–54,49,6.3,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1977,Persons,55–59,60,8.9,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1977,Persons,60–64,59,10,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1977,Persons,65–69,59,12.2,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1977,Persons,70–74,47,13.5,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1977,Persons,75–79,38,16.1,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1977,Persons,80–84,28,20.9,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1977,Persons,85–89,7,10.7,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1977,Persons,90+,5,22.2,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1977,Persons,All ages combined,509,3.6,4.5,5.3,3.5,3.2,NULL,C43,20
Actual,Melanoma of the skin,1978,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1978,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1978,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1978,Females,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1978,Females,20–24,4,0.7,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1978,Females,25–29,6,1,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1978,Females,30–34,14,2.6,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1978,Females,35–39,10,2.3,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1978,Females,40–44,9,2.4,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1978,Females,45–49,18,4.9,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1978,Females,50–54,18,4.7,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1978,Females,55–59,16,4.5,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1978,Females,60–64,26,8.5,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1978,Females,65–69,25,9.4,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1978,Females,70–74,16,8,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1978,Females,75–79,14,9.6,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1978,Females,80–84,11,12,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1978,Females,85–89,4,8.4,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1978,Females,90+,2,11.1,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1978,Females,All ages combined,193,2.7,3.1,3.6,2.5,2.3,NULL,C43,20
Actual,Melanoma of the skin,1978,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1978,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1978,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1978,Males,15–19,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1978,Males,20–24,9,1.5,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1978,Males,25–29,8,1.3,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1978,Males,30–34,23,4.1,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1978,Males,35–39,25,5.5,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1978,Males,40–44,24,6,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1978,Males,45–49,24,6.1,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1978,Males,50–54,38,9.5,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1978,Males,55–59,34,9.9,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1978,Males,60–64,32,11.3,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1978,Males,65–69,32,13.9,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1978,Males,70–74,35,21.9,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1978,Males,75–79,8,8.4,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1978,Males,80–84,10,22.3,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1978,Males,85–89,6,30.1,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1978,Males,90+,2,32.1,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1978,Males,All ages combined,312,4.3,5.7,6.6,4.5,4.1,NULL,C43,20
Actual,Melanoma of the skin,1978,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1978,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1978,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1978,Persons,15–19,2,0.2,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1978,Persons,20–24,13,1.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1978,Persons,25–29,14,1.2,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1978,Persons,30–34,37,3.3,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1978,Persons,35–39,35,4,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1978,Persons,40–44,33,4.3,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1978,Persons,45–49,42,5.5,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,1978,Persons,50–54,56,7.2,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,1978,Persons,55–59,50,7.2,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,1978,Persons,60–64,58,9.8,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,1978,Persons,65–69,57,11.5,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,1978,Persons,70–74,51,14.1,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,1978,Persons,75–79,22,9.1,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,1978,Persons,80–84,21,15.4,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,1978,Persons,85–89,10,14.8,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,1978,Persons,90+,4,16.5,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,1978,Persons,All ages combined,505,3.5,4.3,5,3.5,3.1,NULL,C43,20
Actual,Melanoma of the skin,1979,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,1979,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,1979,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,1979,Females,15–19,1,0.2,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,1979,Females,20–24,3,0.5,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,1979,Females,25–29,3,0.5,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,1979,Females,30–34,10,1.8,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,1979,Females,35–39,10,2.3,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,1979,Females,40–44,13,3.4,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,1979,Females,45–49,14,3.8,NULL,NULL,NULL,NULL,NULL,C43,10
